feature,count,mean_activation,best_rank
38227,160,0.11563951070420445,1
40663,159,0.11754128683663015,1
28196,159,0.06767938098630065,3
10032,159,0.06686125414551429,3
20176,158,0.06527406255467029,1
43248,155,0.055697285912690624,4
7125,154,0.06840084863270258,2
47184,153,0.11555162378970314,1
13292,150,0.10065320476889611,2
7091,150,0.06077962179978689,2
19772,147,0.15575596079433046,1
9387,147,0.06932361783827243,3
36203,146,0.08294627042359685,1
32830,144,0.07273677120813066,2
35985,144,0.06170715857297182,4
2819,144,0.05696899097205864,8
11747,143,0.06920421488218374,1
17484,142,0.059999651577271204,3
13515,141,0.06516639692774902,3
23383,141,0.062352735839836984,6
17343,140,0.11069301159254143,1
48314,139,0.058870345836491894,2
9708,139,0.054374125739224524,6
45359,138,0.1300340064841768,1
7211,138,0.10754793083322221,1
40776,137,0.07934922983285285,1
24644,137,0.0717799954225112,1
27426,137,0.0653730048696055,1
27929,137,0.06125729498419449,2
37176,136,0.096579555531635,1
144,136,0.08361921081429019,1
5831,136,0.058723083724651265,3
9533,135,0.054207771961335784,6
43561,134,0.08637972937813446,1
45251,134,0.08166663334774438,1
634,134,0.06453602049332946,2
46004,133,0.07425283564996898,2
25148,133,0.06965107932910883,2
16902,132,0.05644024307416244,3
25792,131,0.060793620370726546,3
32277,130,0.07708848651785116,1
26360,130,0.06680258145699135,2
18343,130,0.05942236981712855,3
36370,130,0.059000321878836706,4
9,130,0.0,21
5742,129,0.10102302604174429,1
11730,129,0.055462516439977544,8
48311,128,0.061114733369322494,1
36678,128,0.05164446489652619,9
42072,127,0.06629665633003543,2
33316,125,0.06494913059473038,3
13988,124,0.0929625521323854,1
40076,124,0.07886457683578614,1
26729,124,0.06901672707810518,1
15741,124,0.06412187422956189,2
16164,124,0.06185643014407927,5
1507,124,0.05711906571542063,4
24091,123,0.0962475295352742,1
9832,123,0.08334721000940819,1
11567,122,0.1039592660352832,1
17746,122,0.0988207500366891,1
10907,122,0.06189405176116795,4
40714,122,0.05090877337411779,7
43981,121,0.06976032441805217,1
