feature,count,mean_activation,best_rank
9708,8,0.08462401293218136,6
31451,8,0.08325749449431896,6
48944,8,0.08222494646906853,7
3502,8,0.08027148246765137,9
42348,7,0.1416811698249408,1
18316,7,0.13242661633661815,2
14765,7,0.13199512021882193,1
31489,7,0.12615406193903514,1
6548,7,0.12346842033522469,2
14250,7,0.12258393317461014,1
9749,7,0.11965323558875493,3
3303,7,0.1155850716999599,1
11133,7,0.11487907490559987,1
44845,7,0.1143789631979806,2
14175,7,0.1116616427898407,2
40800,7,0.10959745943546295,5
29835,7,0.10664611203329903,5
1978,7,0.10392507697854723,4
32145,7,0.10056193811552865,2
11106,7,0.09872870572975703,1
24643,7,0.09741399224315371,7
34431,7,0.09694839588233403,7
9284,7,0.09685588095869337,5
844,7,0.09565606926168714,6
43812,7,0.0955355167388916,5
2755,7,0.0953997905765261,7
14133,7,0.09361898792641503,3
33155,7,0.0928910103227411,4
28933,7,0.09197613596916199,5
30380,7,0.09058495504515511,4
45550,7,0.09047745168209076,5
30064,7,0.09029674742903028,5
8910,7,0.09020662201302392,6
45887,7,0.08943557739257812,7
31524,7,0.08486117422580719,2
22786,7,0.0843962814126696,7
27236,7,0.08207094030720848,6
11730,7,0.07666842426572527,8
35584,7,0.07644671840327126,8
23080,6,0.1789510411520799,1
20237,6,0.1268687198559443,1
4225,6,0.1207304522395134,2
1292,6,0.11780032018820445,2
32995,6,0.1173086166381836,2
33049,6,0.11377009004354477,7
3787,6,0.10837097838521004,3
5081,6,0.10440189267198245,4
33556,6,0.10351869463920593,3
13791,6,0.10338402663667996,2
34893,6,0.1028364251057307,5
18143,6,0.10247571269671123,6
16790,6,0.10167856017748515,4
23856,6,0.10029246906439464,2
6394,6,0.09849210580190022,4
36580,6,0.0976297693947951,1
41142,6,0.09713423003753026,4
9940,6,0.09573320299386978,5
1596,6,0.09484421213467915,3
36265,6,0.09423074374596278,4
41437,6,0.09189758573969205,4
46946,6,0.09167217959960301,6
45777,6,0.09109646826982498,5
38788,6,0.09093814591566722,8
29167,6,0.0909292499224345,7
12861,6,0.0904505451520284,6
20225,6,0.09014137585957845,7
31745,6,0.08999226987361908,3
24276,6,0.08855252092083295,4
39489,6,0.08847566694021225,7
19385,6,0.08709366619586945,4
35538,6,0.08674450218677521,6
36475,6,0.08639463533957799,3
45965,6,0.0853482186794281,9
28169,6,0.08421497792005539,6
41995,6,0.0840473622083664,4
39781,6,0.08232247829437256,4
2819,6,0.07982620596885681,8
11761,6,0.07916589826345444,7
28010,5,0.17890336066484452,2
14706,5,0.16430263817310334,1
12391,5,0.15140770077705384,1
44088,5,0.1495297372341156,1
13846,5,0.14637854993343352,1
19623,5,0.13856720328330993,2
28320,5,0.12867155075073242,1
44406,5,0.1270962655544281,2
1618,5,0.12316817939281463,3
34304,5,0.1204676315188408,1
1044,5,0.11453770995140075,3
47404,5,0.11330976188182831,4
6885,5,0.11300966441631317,4
9416,5,0.11296168267726898,3
24227,5,0.1121747225522995,5
21557,5,0.11005422472953796,4
25086,5,0.10823648273944855,5
986,5,0.10815077424049377,2
29005,5,0.10292415916919709,5
21666,5,0.10253725945949554,1
1073,5,0.10221106410026551,5
32949,5,0.10050026178359986,3
37675,5,0.10044560581445694,4
41682,5,0.09994813501834869,4
15745,5,0.09957163631916047,6
31955,5,0.09854155778884888,7
38214,5,0.09704850763082504,5
9819,5,0.09517294615507126,6
34452,5,0.09369838684797287,5
17861,5,0.09312262833118438,3
19921,5,0.09287000298500062,4
1580,5,0.0927000880241394,7
47832,5,0.09178588986396789,7
9787,5,0.09153482615947724,2
25167,5,0.08970050811767578,5
4994,5,0.08749359250068664,7
9533,5,0.0853287547826767,6
28891,5,0.08388063311576843,8
34295,5,0.0831807166337967,7
38773,5,0.08271762430667877,7
39439,5,0.08233055174350738,5
40875,5,0.08217637538909912,7
40714,5,0.07937239408493042,7
21979,5,0.07844693064689637,6
8176,4,0.18031875975430012,1
40343,4,0.17620563134551048,1
14920,4,0.1507705096155405,1
29624,4,0.14340326935052872,1
7753,4,0.13862715288996696,1
20034,4,0.13618509843945503,1
10853,4,0.1344461739063263,2
39012,4,0.13416124135255814,3
4753,4,0.12526211515069008,1
2930,4,0.1240607239305973,3
30010,4,0.12355451099574566,2
12664,4,0.11473319679498672,1
40149,4,0.11390493996441364,5
15655,4,0.11306348070502281,6
28799,4,0.11212024092674255,4
2729,4,0.11150247789919376,5
2922,4,0.11001895554363728,3
37893,4,0.10883663967251778,3
41108,4,0.10590261965990067,5
31169,4,0.10453715734183788,5
1407,4,0.10367460548877716,5
23990,4,0.10238718241453171,4
26712,4,0.10155987739562988,2
20368,4,0.10057954862713814,3
28393,4,0.10054648295044899,4
18045,4,0.10042047873139381,6
34759,4,0.09804768115282059,4
8474,4,0.09763321653008461,6
8258,4,0.09661081060767174,6
7809,4,0.09607657417654991,5
20056,4,0.0949339009821415,6
48126,4,0.0939888060092926,7
15872,4,0.09373298659920692,5
8438,4,0.09284376725554466,7
43998,4,0.09082265384495258,6
12814,4,0.09045800194144249,3
48211,4,0.09018254838883877,7
5072,4,0.0897325649857521,7
15875,4,0.08906123042106628,5
16480,4,0.08885051682591438,5
12076,4,0.08856931328773499,7
42901,4,0.08771670237183571,5
32486,4,0.08740188181400299,8
46936,4,0.08694283664226532,8
46077,4,0.08588489703834057,7
40529,4,0.08468164131045341,5
3953,4,0.08428796008229256,8
6536,4,0.08351729065179825,7
5940,4,0.0825232807546854,9
36356,4,0.0824648030102253,5
17131,4,0.08117304742336273,8
39832,4,0.08098990470170975,7
47730,4,0.08017506822943687,8
23221,4,0.07791067846119404,8
32840,4,0.0776485987007618,7
32466,4,0.07535887695848942,8
15478,4,0.07449776493012905,7
33203,3,0.2627917180458705,1
23313,3,0.18396078050136566,1
8506,3,0.17049595713615417,1
42420,3,0.1677298347155253,3
25647,3,0.1512186179558436,1
33235,3,0.15052835643291473,4
46281,3,0.14383409172296524,1
29903,3,0.142264390985171,1
11997,3,0.13948592295249304,3
18953,3,0.13748612503210703,2
15347,3,0.1366706962386767,3
24682,3,0.13493682940800986,2
18229,3,0.12929700811704,3
11052,3,0.12861674030621847,3
46452,3,0.12812008460362753,1
35338,3,0.12722277144591013,3
45161,3,0.12445993721485138,1
21593,3,0.12328968942165375,4
23371,3,0.12135948737462361,7
45869,3,0.12110353509585063,3
18008,3,0.12042425076166789,5
33510,3,0.11965895195802052,5
18262,3,0.11914232869942983,4
15797,3,0.11812260250250499,1
10185,3,0.11674995223681132,6
20014,3,0.1150437444448471,3
13170,3,0.11437162260214488,3
